,tweet,time,id,likes,location
0,Why is everyone giving birth this episode the surround sound has my house sounding like a damn labour unit #HouseOfTheDragon,2022-09-26 22:30:08+00:00,1342791749635334146,0,
1,There is something deeply unsettling about the #HouseOfTheDragon opening credits. Its seriously just rivers  of blood flowing from the top of a stone castle(temple) like some mayan blood sacrifice shit. Also weird to know 10s of millions of americans are watching this,2022-09-26 22:30:01+00:00,388005079,0,
2,"#HouseOfTheDragon the women take centre stage and they are amazing, in all their scheming yet vulnerable glory.",2022-09-26 22:30:01+00:00,456040349,0,
3,Girl that is yo Uncle #HouseOfTheDragon https://t.co/jC5ruVU2Xy,2022-09-26 22:29:58+00:00,58581073,0,
4,ONE ARM????😭 howww #KingViserys #Laenor #RhaenyraTargaryen #HouseOfTheDragon #HouseTargaryen https://t.co/94lMppbcFn,2022-09-26 22:29:50+00:00,1213538507689361408,0,
5,#HouseOfTheDragon catch up.,2022-09-26 22:29:49+00:00,159147023,0,
6,"in a world full of cristons, be a harwin #HouseOfTheDragon https://t.co/zn0kL3Xqia",2022-09-26 22:29:48+00:00,1183226664911851521,0,
7,I've just watched episode S01 | E06 of House of the Dragon! #houseofthedragon  https://t.co/jBnvlk6Yzl #tvtime https://t.co/hQ0PibseLA,2022-09-26 22:29:09+00:00,1898247320,0,
8,What type is of rubbing dragon is that ; why would you kill her ?#HouseoftheDragon,2022-09-26 22:28:57+00:00,999405753046880256,0,
9,Like all the stuff at kingslanding ate but all the Daemon stuff in Pentos felt off. This could have been two episodes. We could had actually gotten to see the development Laena and Harwin had. #HouseOfTheDragon,2022-09-26 22:28:30+00:00,4844047200,1,
10,Alicent has literally ALWAYS been jealous of Rhaenyra. Everything she does is because of her jealously and bitterness. #HouseOfTheDragon,2022-09-26 22:28:23+00:00,1570765041305092096,0,{'place_id': '703fafc32e631b51'}
11,I just find it very odd that the show runners decided to downplay Daemon’s love for Laena and his daughters for some ship angst… and we didn’t even get to see Laena and Vhagar choose each other??? #HouseOfTheDragon https://t.co/VtPwr3uGL4,2022-09-26 22:28:09+00:00,1619413172,0,
12,I've just watched episode S01 | E06 of House of the Dragon! #houseofthedragon https://t.co/RtVlzfgNuz #tvtime https://t.co/x6uQjvhh5N,2022-09-26 22:27:59+00:00,2385441851,0,
13,Poor Egon. Caught by his mum… 🤣 #HOTD #HouseOfTheDragon,2022-09-26 22:27:58+00:00,345714138,2,{'place_id': '0239f5fd632185d5'}
14,Another 🔥 episode of #HouseOfTheDragon,2022-09-26 22:27:58+00:00,1519958533,0,
15,"I thought the actor change would really throw me off but nope, everyone is cast perfectly #HouseOfTheDragon",2022-09-26 22:27:50+00:00,1193005530127708160,0,
16,@clintw Every episode of #HouseOfTheDragon has a new meme 😂,2022-09-26 22:27:30+00:00,46400268,0,
17,"A 10 year-time skip on #HouseOfTheDragon means new actors, characters, and political intrigue https://t.co/GkOqsbYDcG

🔥@KyleDAnderson 
🔥@burgermike 
🔥@vorpahlsword https://t.co/3dOE3c61qx",2022-09-26 22:27:29+00:00,394216985,3,
18,"Queen Alicent Hightower and King Viserys Targaryen 

#HouseOfTheDragon https://t.co/CLGcqICMWq",2022-09-26 22:27:29+00:00,1455445872,0,
19,Now what underbite and that lightskin Twink gonna do? Bump purses on top the dragon? #HouseOfTheDragon,2022-09-26 22:27:23+00:00,1345393547718098946,0,
20,The show is going by so fast. It’s like they were on a rush to get to a specific part of the story. But it makes it hard for the audience to care about developments and characters. #HouseOfTheDragon,2022-09-26 22:26:57+00:00,4844047200,1,
21,"Aegon is very much giving Jeoffery Baratheon vibes 
#HouseOfTheDragon",2022-09-26 22:26:45+00:00,1401771667,0,
22,"Gonna make Joffrey, and Ramsey look like kittens. #HouseOfTheDragon #hotD #LarysStrong https://t.co/su5V11cemy",2022-09-26 22:26:45+00:00,940306912108613632,1,
23,I’d hoped Alicent &amp; Criston would’ve become lovers. She needs release. #HouseOfTheDragon,2022-09-26 22:26:34+00:00,1231584798445051904,0,
24,Viserys should have never married his daughters best friend WE WATCHING A DIFFERENT SHOW OFF THAT DECISION ALONE #HouseOfTheDragon,2022-09-26 22:26:33+00:00,1308883961305870342,0,
25,"Just finished the latest #HouseOfTheDragon episode

Now let me go and release my prisoners",2022-09-26 22:26:28+00:00,1142904290098462720,0,
26,Catching up to Episode 6 of #HouseOfTheDragon,2022-09-26 22:26:10+00:00,101984823,0,
27,The opening of #HouseOfTheDragon 😐,2022-09-26 22:26:01+00:00,20810560,0,
28,How is Viserys still alive lmao #HouseOfTheDragon,2022-09-26 22:26:01+00:00,176644682,2,
29,"Alicent was so worried about what Rhaenyra’s kids’ hair looked like, like girl pay attention to your own damn kids’ hair looking like a wig straight out of the plastic from the Halloween store #HouseOfTheDragon",2022-09-26 22:25:50+00:00,34941354,0,
30,"Are You Looking For A Professional WEBSITE DESIGN For Your Brand?
Get A Professional website here at a cheap price here https://t.co/KkWRlT3C0I
 #HouseOfTheDragon #wm2022 #TheLastofUs #wm2022 #Rechtsruck #Faschismus #Kubicki",2022-09-26 22:25:49+00:00,1539952314643087362,0,
31,"Now that I let the episode seat with me. Episode 6 really showed the main weakness of the series. Which is pacing. It’s not even the time jumps, but the fact that so much happens off screen and the audience is expected to just fill in the blanks. #HouseOfTheDragon",2022-09-26 22:25:45+00:00,4844047200,1,
32,I spoke it plainly #HOTD #HouseOfTheDragon https://t.co/BzjRc9B3Rl,2022-09-26 22:25:44+00:00,1162795181961334790,0,
33,Harwin got expelled from the city watch for just a fist fight but Ser Criston received no consequences for killing a man in cold blood at a WEDDING? Oh brother #HouseOfTheDragon,2022-09-26 22:25:39+00:00,25570176,0,
34,Sir Criston’s such a puss #HouseOfTheDragon,2022-09-26 22:25:34+00:00,181717156,0,
35,"Sorry, but why is Viserys so intentional about his Naivety😭😭😭. #HouseOfTheDragon",2022-09-26 22:25:33+00:00,2851984919,0,
36,10 years have passed and ser criston cole hasn't aged and is still angry (lol)  #HouseOfTheDragon,2022-09-26 22:25:27+00:00,783692212039221248,0,
37,Time for the time jump. #houseofthedragon #hotd #hbo #illustration #chibi #markerart #sketchbook #art https://t.co/JZh7tgDaTb,2022-09-26 22:25:27+00:00,4656162087,0,
38,Viserys rocking up in #HouseOfTheDragon ep 6 https://t.co/tCysqXWtgB,2022-09-26 22:25:18+00:00,1308078727583141888,5,
39,Why did that one dragon from #HouseOfTheDragon look like Ludwig from Bloodborne? https://t.co/cpPtRcPKta,2022-09-26 22:25:11+00:00,320832183,0,
40,how Sir Crusty Cole looks every time he talks about Rhaenyra  #HouseOfTheDragon #Hotd https://t.co/8moLatYE83,2022-09-26 22:25:06+00:00,1121514603597275136,0,
41,"Watching #HouseOfTheDragon is not enough , I need to get burn to death by vhagar",2022-09-26 22:25:02+00:00,925211574,0,
42,The scheming has been cranked up a notch! Our watch party reax from S1E6 of @HouseofDragon! @JRolNation @JerrianaKaitlyn @ReDx1999 #HouseOfTheDragon #HouseTargaryen #HouseOfTheDragonEp6 #watchparty https://t.co/XiVzTtH4Ig,2022-09-26 22:24:57+00:00,739664732270014467,1,
43,"I totally forgot Ed Shereen’s ginger ass was in Game of Thrones LOOL 😂😂☠️☠️ 

This is sending me. And not the producers making him say “it’s new” like he’s about to put out an EP in Westeros! 

#GOT #HouseOfTheDragon https://t.co/SYV8dTvbL4",2022-09-26 22:24:50+00:00,1346929088200663040,0,
44,@hbomax you will be paying for my therapy bills after last night #houseofthedragon #hotd,2022-09-26 22:24:50+00:00,4921707136,0,
45,Viserys being okay with his daughter marrying her uncle but not his daughter marrying her uncle…  #HouseOfTheDragon #hotd https://t.co/h9eR92j6uA,2022-09-26 22:24:48+00:00,1275431998656524294,1,
46,If Daemon only ever loved rhaenyra why does book daemon end up cheating on her with someone that resembles Laena? answer quickly!  #HouseOfTheDragon,2022-09-26 22:24:46+00:00,1619413172,0,
47,"10 years have passed and the emponymous game of thrones within #HouseOfTheDragon begins to pick up in episode 6

check out my recap here! https://t.co/jJU8D6Pki2",2022-09-26 22:24:43+00:00,531577673,0,
48,"It’s not your battle; the battle is the Lord’s. He’s your defender. He’s your vindicator, your healer, your provider, your way maker. The blessing on your life will override the curse. RETWEET AND STAY BLESSED #UnlockTheNight 
#HouseOfTheDragon 
The Holy Spirit  Emergencies Act https://t.co/JccmOj55DA",2022-09-26 22:24:39+00:00,248670451,0,
49,Who is this sickly man? #HouseOfTheDragon,2022-09-26 22:24:36+00:00,29916939,0,
50,Princess #HouseOfTheDragon https://t.co/1aCy44UxQt,2022-09-26 22:24:25+00:00,1165295252003012609,1,
51,Larys Strong tem vibes de Littlefinger #HouseOfTheDragon,2022-09-26 22:24:23+00:00,1135140443161878529,0,
52,"Y’all gone be mad at me, but…I’m kinda…sorta…rooting…for Alicent. 🥴
#DemDragons 
#HouseOfTheDragon",2022-09-26 22:24:10+00:00,1147587714390384640,1,
53,"Buying a high-quality fishing line may increase your chances of catching a large number of catfish.
Check out full post here: https://t.co/OoOGRt1RZL
#FishingLine #HouseOfTheDragon #FishingAndTravel #Italy #FlyFishing #Fishing #catfish https://t.co/h6sxMozlY3",2022-09-26 22:24:00+00:00,1408815950929924101,0,
54,"Watching House of the Dragon - The Princess and the Queen.  Season one, episode six.  Recorded on 9/25/2022.  DVR is at 94%.  #HouseOfTheDragon #NearlySpoilerFree",2022-09-26 22:23:53+00:00,1540541160,0,
55,The citizens of Kings Landing when they look up to see how its raining on such a bright and sunny day #HouseOfTheDragon #HouseOfTheDragonHBO https://t.co/Z235MugKRH,2022-09-26 22:23:48+00:00,354632402,1,
56,Alicent’s dramatics would make me violent omg #HouseOfTheDragon,2022-09-26 22:23:34+00:00,42268593,2,
57,"Same Energy 😭
#HouseOfTheDragon 
#HOTD https://t.co/DAMUjV1fY9",2022-09-26 22:23:33+00:00,1530203862501564419,0,
58,Aemond and Rhaena Targaryen looking at their dragon eggs #HouseOfTheDragon https://t.co/DaZvJH88Ru,2022-09-26 22:23:32+00:00,531577673,0,
59,I’m going to need 4-10 business days to recover from this weeks #HouseOfTheDragon https://t.co/GpmUIu95QM,2022-09-26 22:23:25+00:00,47737629,0,
60,#HouseOfTheDragon #RhaenyraTargaryen loves her children truly. They are her heart https://t.co/2xWpGupfeN,2022-09-26 22:23:23+00:00,1928986668,0,
61,give this woman an oscar. his interpretation was masterful! #HouseOfTheDragon https://t.co/6RzyNrTEyD,2022-09-26 22:23:19+00:00,3547268777,1,
62,"Suspeitas se confirmaram em House of the Dragon!
#CasaTargaryen  #houseofthedragon

https://t.co/BTmO1vbqEC https://t.co/quJsQc4PtV",2022-09-26 22:23:15+00:00,835658023460810755,0,
63,Rhaenyra needs to beat Alicent’s ass. I’m sick of this bitch #HouseOfTheDragon,2022-09-26 22:23:04+00:00,1570765041305092096,0,{'place_id': '703fafc32e631b51'}
64,@HOTDsource I think #RhaenyraTargaryen was also smiling letting #SerHarwin hold his new son #HouseOfTheDragon,2022-09-26 22:23:02+00:00,1928986668,2,
65,Watching Alicent and Larys Strong end of the episode 🤮🤮🤮 #HouseOfTheDragon https://t.co/dCoZDfdzdq,2022-09-26 22:22:57+00:00,1027355558,0,
66,"It's like Varys and Littlefinger Had a Baby.

#HouseOfTheDragon https://t.co/imzw6i72Bh",2022-09-26 22:22:54+00:00,2525129627,0,
67,😱 #HouseOfTheDragon  winter is comming 🗣️ #26Sept #Rhaenyra #lunes https://t.co/uQB3vJlhpL,2022-09-26 22:22:38+00:00,1573418095003197443,0,
68,Killing your brother and father is INSANE like HE IS CRAZY #HouseOfTheDragon,2022-09-26 22:22:34+00:00,1308883961305870342,0,
69,Homecoming. A new episode of #HouseoftheDragon is streaming now on HBO Max. https://t.co/jxnzwuz8Sa,2022-09-26 22:22:33+00:00,1433789706211315712,0,
70,The fact that we didn’t get to see Rhaenyra and Ser Harwing even share a little kiss is very upsetting to me #HouseOfTheDragon #Hotd,2022-09-26 22:22:32+00:00,2302692766,0,
71,"King Viscerys after episode 6

#HouseOfTheDragon https://t.co/Ee9KXYzLD3",2022-09-26 22:22:29+00:00,1563506184694661120,0,
72,Viserys when he gets told that  Laenor isn’t the father of Rhaenyra’s kids #HouseOfTheDragon https://t.co/yIHe4WPVvL,2022-09-26 22:22:26+00:00,1232237177012137984,1,
73,"Locals only just now realising Olivia Cooke is amazing due to #HouseOfTheDragon, meanwhile I’ve been stanning her since Bates Motel when she had to act with a fake tube stuck up her nose, we are not the same https://t.co/cfIJnmIxG8",2022-09-26 22:22:23+00:00,975750223023824896,1,
74,This is what too much family stress will do to you😹👽😭 #ViserysTargaryen #HouseOfTheDragon https://t.co/bE45bTSkFO,2022-09-26 22:22:23+00:00,1305477678825385986,0,
75,You know im trying to wonder why in not digging #HouseOfTheDragon and I think it's because basically everyone is a twat there's nobody to cheer for,2022-09-26 22:22:20+00:00,1211366503649382400,0,
76,"noone speakes to me for the next 5-7 business days
I am mourning my boy Ser Harwin Strong
he deserved bettering  #HouseOfTheDragon",2022-09-26 22:22:17+00:00,728059411,0,
77,"Lots of cursing,fire,blondes &amp; dragons 🔥🐉🧝‍♀️

Another epic episode 👏

#HouseOfTheDragon https://t.co/xoUmsNayHV",2022-09-26 22:22:13+00:00,35068362,0,
78,#Meleys and #Vhagar seem to be the same type as well with the shorter horns and smooth tails. #HouseOfTheDragon https://t.co/hq96zE6LWe,2022-09-26 22:21:59+00:00,2782599699,0,
79,"""Do keep trying Ser Laenor sooner or later you'll get one that looks like you..""
#HouseOfTheDragon https://t.co/rpbybLisgw",2022-09-26 22:21:51+00:00,156399086,3,
80,"""Dracarys"" 😫😭
#HouseOfTheDragon",2022-09-26 22:21:49+00:00,1268593099330158593,0,
81,#NASA #26Sept #TheLastofUsDay #HouseOfTheDragon #i don’t How i feel 🫥🫡 https://t.co/KJUvmOG66c,2022-09-26 22:21:48+00:00,1573418095003197443,1,
82,Time skip mid #HouseoftheDragon,2022-09-26 22:21:35+00:00,954805438779834368,0,
83,"Ser Criston man… I have never had such a radical 180 on a character in my entire life. When the show started, I thought he was gonna be my guy… he was that dude. Now what 6 episodes in and I’m dreaming of ways for him to die… #HouseOfTheDragon",2022-09-26 22:21:30+00:00,1145511816,0,
84,#HouseoftheDragon is not good. I didn’t know they were jumping decades. I thought I was too faded and missed something 😭😭,2022-09-26 22:21:27+00:00,1475390339695316999,0,
85,These blk ppl look ridiculous with these blond wigs #HouseOfTheDragon,2022-09-26 22:21:02+00:00,17930741,0,
86,is anyone team allicent #HouseOfTheDragon,2022-09-26 22:21:01+00:00,1528819070296014849,0,
87,Good thing I don’t care about spoilers because y’all have absolutely ruined #HouseOfTheDragon for someone who just hasn’t had a chance to watch it from less than 24 hours ago 😫,2022-09-26 22:21:01+00:00,389271299,0,
88,"I'm absolutely baffled by the inconsistent ageing up of characters on #HouseOfTheDragon. Some complete swaps, some dodgy makeovers, and then others not a single change for a supposed decade. Feels so sloppy to me. 🥴",2022-09-26 22:20:52+00:00,107536137,1,
89,"Free Daily Votes
&amp; Double (S)CARE votes today! 

Voting ends in 3 days! 

Help me keep going to potentially be the Next Face of Horror. 

Link is also in my bio

https://t.co/EcaIuf5vG9

#HouseOfTheDragon #HorrorCommunity #contest #help #spookyseason",2022-09-26 22:20:49+00:00,35605352,0,
90,I love how we are all just collectively supporting #RhaenyraTargaryen through every hoe phase that she goes through. Girl power for real. #HouseOfTheDragon #HOTD https://t.co/PhVnj6vZlE,2022-09-26 22:20:39+00:00,1439618499534639110,0,
91,The casting for #HouseOfTheDragon is *chef's kiss* by the way. https://t.co/TopC0pb545,2022-09-26 22:20:39+00:00,1053038526927917057,0,
92,I've just watched episode S01 | E06 of House of the Dragon! #houseofthedragon  https://t.co/8e286VvDn9 #tvtime https://t.co/rZFEDfEeFm,2022-09-26 22:20:38+00:00,133229762,0,
93,She was so happy to meet her new baby boy 😩 #HouseOfTheDragon  https://t.co/5YvKuLEiZA,2022-09-26 22:20:36+00:00,1515118548699385857,249,
94,"Innieweighdoe

Lemme watch #HouseOfTheDragon",2022-09-26 22:20:31+00:00,261747264,0,
95,this episode made me realize that the first 5 were actually shit except the 5th #HouseOfTheDragon,2022-09-26 22:20:25+00:00,1109052361463513088,0,
96,WHY IS A GUY WANKING OUT THE WINDOW OF THE RED KEEP #HouseOfTheDragon,2022-09-26 22:20:17+00:00,1531231596522651648,0,
97,#HouseoftheDragon what the fudge is going on? With everyone older and new faces playing central characters.,2022-09-26 22:20:16+00:00,17718630,0,
98,"#NowWatching HOUSE OF THE DRAGON - EPISODE 6

#HouseOfTheDragon 
#HouseTargaryen 
#HouseStrong https://t.co/WpaSNN5B6x",2022-09-26 22:20:10+00:00,1258721465140228097,0,
99,Rhaenyra had 1 dark haired baby and didn't think let me give my side piece a break before people start questioning the father and then proceeds to have another dark haired baby. she really don't give a fuck and who's gonna challenge her? #HouseOfTheDragon,2022-09-26 22:19:56+00:00,2477533896,0,
100,"#HouseOfTheDragon 

Don't jerk off out the window. 

Also, anyone else notice Helaena foretelling the future?",2022-09-26 22:19:52+00:00,1462264826219175936,0,
101,"Are You Looking For A Professional WEBSITE DESIGN For Your Brand?
Get A Professional website here at a cheap price here https://t.co/KkWRlTldpi
#ENGGER #InsideMan #Corrie #thesuspect #UniversityChallenge #talkswithash #MAFS #HouseOfTheDragon #ThreeLions  #GardensHour #torychaos",2022-09-26 22:19:51+00:00,1539952314643087362,0,
102,"viserys personagem mais unintentionally funny
#HouseOfTheDragon",2022-09-26 22:19:29+00:00,2744983410,0,
103,"Jumping ahead a decade, the relationship between Rhaenyra and Alicent continues to be aggravated in this week’s episode of #HouseoftheDragon season 1.

@TheColinGaughan 

#HBOMax 

https://t.co/nnnJA1KyiV",2022-09-26 22:19:28+00:00,3119673405,1,
104,I need Daemon to go back to being unhinged #HouseoftheDragon https://t.co/IWIlIGeOJ1,2022-09-26 22:19:26+00:00,391982831,0,
105,GUYS the actor that plays Aegon Targaryen II is Ty Tennant the son of David Tennant YOU GUYS #HouseOfTheDragon,2022-09-26 22:19:26+00:00,3294326962,0,
106,"harwin was so great tbh, he just kicked some asses, became rhaenyra's baby daddy, punched criston in the face and then died. an icon #HouseOfTheDragon https://t.co/92OaDBs6Dh",2022-09-26 22:19:07+00:00,1685119676,4,
107,"Best show out atm, another fantastic episode #HouseOfTheDragon",2022-09-26 22:19:00+00:00,183795723,0,
108,The dragons in #HouseOfTheDragon have looked AMAZING so far,2022-09-26 22:18:55+00:00,455273088,1,
109,"I still wonder if there’s more moments to them to explain their relationship. Explain If Daemon love and never forget her or he is just want to play the game of thrones! And explain if Rhaenyra really love him or just she’s in need to win!
#HouseOfTheDragon #RhaenyraTargaryen https://t.co/ieaKUAd3r3",2022-09-26 22:18:50+00:00,1573969661888192512,1,
110,"The preview for episode 7 btw , I am vibrating already #HouseOfTheDragon #HouseOfTheDragonHBO https://t.co/XoviVi0ZE0",2022-09-26 22:18:39+00:00,1176808442855641088,1,
111,#SerCristonCole sure doesn't take rejection well... #HouseOfTheDragon,2022-09-26 22:18:11+00:00,595495210,0,
112,"Nah, Laena didn’t deserve that 🥺🥺🥺 my Daemon’s heart got broken.  #HouseOfTheDragon",2022-09-26 22:18:09+00:00,4885666228,1,
113,Waiting on @uncle_dandan to watch #HouseOfTheDragon https://t.co/KSWgA3QaGP,2022-09-26 22:18:08+00:00,75701488,0,
114,Spent the first 15 minutes of that #HouseOfTheDragon episode wondering who the heck everyone was. Thought the multiverse had reached Westeros. https://t.co/6FfqPZ7x00,2022-09-26 22:18:07+00:00,4275197799,1,
115,Ser Cristen a hoe #HouseOfTheDragon,2022-09-26 22:18:07+00:00,63245254,0,
116,#houseofthedragon He visto  S01 | E06 of House of the Dragon! #houseofthedragon  https://t.co/wbvou7vRGN #tvtime https://t.co/wf1lTCjy3l,2022-09-26 22:17:53+00:00,319346219,0,
117,‘Ser’ Criston Cole still a bitch. #HouseOfTheDragon https://t.co/AovVtcMDan,2022-09-26 22:17:49+00:00,754423117536190464,2,
118,"GROVER TULLY CONFIRMED!!!

The Muppet Tullys are coming!!!

Fuck yeah I can’t wait for Elmo, Kermit, and Oscar!!!

#HouseOfTheDragon https://t.co/Oh2R6m9wqI",2022-09-26 22:17:47+00:00,1025659376290484224,2,
119,I've just watched episode S01 | E06 of House of the Dragon! #houseofthedragon  https://t.co/N6ovYR4DmX #tvtime https://t.co/FdK3SSGJd4,2022-09-26 22:17:46+00:00,57987528,0,
120,"They named the kid Joffrey 

#HouseOfTheDragon https://t.co/39t12kapHq",2022-09-26 22:17:46+00:00,363908305,3,
121,BONE THE KNIGHT ALREADY! #NW #HouseOfTheDragon #S1E4,2022-09-26 22:17:25+00:00,238411628,0,
122,Absolutely yes!!! #HouseOfTheDragon #HouseTargaryen https://t.co/LgHxiU0AVd,2022-09-26 22:17:23+00:00,1368159674365861888,1,
123,Rhaenyra is the most selfish person ever man so irritated #HouseOfTheDragon,2022-09-26 22:17:15+00:00,999405753046880256,0,
124,I really think the time jumps in #HouseOfTheDragon does a huge disservice to so many of these characters and the depth of their relationships. We are just hemorrhaging characters left and right all for the sake of getting them out of the way so we can get to the civil war ☹️,2022-09-26 22:17:13+00:00,1025659376290484224,2,
125,"Everyday Viserys tells the god of death, ""Not today"".

#HouseOfTheDragon https://t.co/e2S04el3HD",2022-09-26 22:17:12+00:00,88160273,0,
126,I have so many thoughts on #HouseOfTheDragon but most of them are Laena Velaryon,2022-09-26 22:17:08+00:00,708670711661879297,0,
127,acabei de assistir S01 | E06 of House of the Dragon! #houseofthedragon https://t.co/KjRkXHepBU #tvtime,2022-09-26 22:17:08+00:00,4914230398,0,
128,Every episode is so different from last. I continue to be in awe. #HouseOfTheDragon,2022-09-26 22:17:06+00:00,52781354,1,
129,"Once again, this civil war is continuously being fed by two snitching dudes — seriously Alicent my gal, you need to get the fuck away from them before they pull you and the children you’re trying to protect into a war that is gonna get them all killed 

#HouseOfTheDragon",2022-09-26 22:17:06+00:00,1025659376290484224,1,
130,#ViserysTargaryen looked like a Walking Dead Walker last night on #HouseOfTheDragon https://t.co/dTkX0eQAFg,2022-09-26 22:17:03+00:00,363908305,1,
131,"Funny how Crispy Creme tries to lecture Harwin about manhandling Aegon meanwhile he literally and purposefully and roughly manhandled Jace (a TEN year old) who is, by law, the future king. 

Can we stop letting this douchebag loser get away with violence? 

#HouseOfTheDragon https://t.co/lntWr9dmBW",2022-09-26 22:16:58+00:00,1025659376290484224,2,
132,"I’m counting the days until the joyous moment when Ser Crispy Creme gets what he deserves. 

Snitches get stitches and wind up in ditches. 🔪 

Destiny awaits. 😏😏😏

#HouseOfTheDragon 
#WorstPersonEver https://t.co/ZdMrFVoKMv",2022-09-26 22:16:50+00:00,1025659376290484224,1,
133,"Lord Larys Strong with some mega mega Littlefinger vibes 🌚😮‍💨
#HouseOfTheDragon",2022-09-26 22:16:44+00:00,763861356,0,
134,#HouseOfTheDragon why plz why did u get rid of two of my favourite (good looking) people 🥲,2022-09-26 22:16:43+00:00,705428988,0,
135,"I love that despite things not always being perfect and they have their disagreements, Rhaenyra and Laenor and Harwin all still found a way to be a team and raise and love and support the kids and each other at the end of the day. 

#HouseOfTheDragon",2022-09-26 22:16:36+00:00,1025659376290484224,1,
136,Let me watch #HouseOfTheDragon before this game come on,2022-09-26 22:16:30+00:00,189362956,0,
137,I never want to be a goat. #HouseOfTheDragon and Jurassic Park definitely made me realise that.,2022-09-26 22:16:27+00:00,33380481,0,
138,"Young Aegon is cracking me up, my dude here literally does not care about a throne.

Also I do like that he seems to have a somewhat decent relationship with Jace and Luke. The little moment of him patting Luke on the shoulder like a big brother is rather sweet

#HouseOfTheDragon",2022-09-26 22:16:20+00:00,1025659376290484224,2,
139,DAWG. I understand the risk of making #HouseOfTheDragon after the GOT finale but it’s a goddamn TRAVESTY we didn’t get more time with many of these amazing actors and characters. These time skips weren’t it chief.,2022-09-26 22:16:15+00:00,1153057255677239297,0,
140,"#HouseoftheDragon When Viserys walked into the room, still alive: https://t.co/gD8rx4MyNx",2022-09-26 22:16:04+00:00,112368564,1,
141,Rhaenyra with her kids vs alicent with aegon #HouseOfTheDragon https://t.co/AGv8ywEFbR,2022-09-26 22:15:58+00:00,3279080902,1,
142,#Houseofthedragon episode 6 was very bad and boring. So boring that even fans are not talking about story and everyone is busy appreciating the actors to hide this fact.,2022-09-26 22:15:56+00:00,1292866827723259904,0,
143,"Did they not have any one else to play the younger king's guard, how are they using the same guy? #HouseOfTheDragon",2022-09-26 22:15:49+00:00,25570176,0,
144,"Ok so we are going to the “s” sound pronunciation for Jacaerys and Lucerys Velaryon and not the “k” sound 

Got it 👍🏼

#HouseOfTheDragon https://t.co/R5hA7YaEsM",2022-09-26 22:15:46+00:00,1025659376290484224,1,
145,Sir Criston not ageing a day in 10 years is giving me Richard Alpert vibes #HouseOfTheDragon https://t.co/625XiHFTdq,2022-09-26 22:15:42+00:00,235483537,0,
146,"Harwin and Lyonel Strong are the best men. I love them both and they both deserve so much better.

#HouseOfTheDragon https://t.co/nEtsFymROT",2022-09-26 22:15:36+00:00,1025659376290484224,2,
147,You know you’re an incel when a woman rejects you and 10 years later you’re still pressed about it and bullying her children #HouseOfTheDragon https://t.co/oJmjOmnMBp,2022-09-26 22:15:35+00:00,34941354,0,
148,"I don’t think people understand the deep love I had for Twitter after #GameofThrones episodes, and now that it’s transferred over to #HouseOfTheDragon *wipes tear* it’s really something special. https://t.co/vCzYXa00V8",2022-09-26 22:15:35+00:00,547312175,0,{'place_id': '19a69af030945159'}
149,Viserys is aging like some Franzia wine. #HouseOfTheDragon,2022-09-26 22:15:31+00:00,24841377,0,
150,"Honestly the only thing I can muster for Alicent is just a sense of disappointment that she’s turned her anger that should be directed at the men in power of this patriarchy towards another woman — this attitude of “if I can’t have freedom then no one can”

#HouseOfTheDragon",2022-09-26 22:15:23+00:00,1025659376290484224,1,
151,“I will be a stranger when we meet again” 🥺🥺🥺🥺🥺 nah Ser Harwin is that mf baby daddy of that year!!!!! Criston could never 💀 #HouseOfTheDragon,2022-09-26 22:15:23+00:00,4885666228,0,
152,"#HouseOfTheDragon isn't just a political drama. It's a religious drama, too. 

My latest for Inverse explores the subtle role faith has had thus far in the show, and whether or not it could have a more prominent role in later episodes or seasons.

https://t.co/5FDCOyBClp",2022-09-26 22:15:17+00:00,1323514338,1,
153,"#HouseOfTheDragon spoilers 
-
-
-
-
-
-
-
-
-
 Criston had it coming 👀🫢 https://t.co/g0ZWqlLTXd",2022-09-26 22:15:14+00:00,738474126294192128,0,
154,#HouseOfTheDragon  got potential to be better than #GameOfThrones if the writers don’t fucc it up.,2022-09-26 22:15:12+00:00,1339600020257959938,1,
155,"Uh, why was everyone in #HouseOfTheDragon replaced by new actors who look nothing at all like them? They don’t even look that much older. Dumb.",2022-09-26 22:15:08+00:00,249724300,0,
156,"Notice how he fidgets and misses the stem of the glass 👀 it's the detaiiiiilsssss!!! #HouseTargaryen #HouseofTheDragon
#HouseofTheDragonHBO https://t.co/TKFTY9xfkH",2022-09-26 22:15:02+00:00,817000778237820928,1,
157,"oh my god
#HouseOfTheDragon",2022-09-26 22:14:48+00:00,52781354,0,
158,Wait wtf going on here In #HouseOfTheDragon I’m confused from the start,2022-09-26 22:14:44+00:00,75822902,0,
159,Now Alicent don’t want friends on her side? Ohhh 😮 but it was just “nobody on my side” SUCK A FAT ONE — all of a sudden it’s “I didn’t wish for this” hooker you didn’t not wish it 🤥 #Alicent #HouseOfTheDragon #alicentdeservesjailtime,2022-09-26 22:14:27+00:00,1308883961305870342,1,
160,#HouseOfTheDragon was phenomenally brilliant absolutely can't wait till next week y'all #Happy #Selife #MercedesVernado #MichelleRodriguez 😊😍🐉⚔️🛡🏹💙💚❤️ https://t.co/UdezsKTY6S,2022-09-26 22:14:19+00:00,76260603,1,
